SensorDataID,Timestamp,EquipmentID,TimeID,SensorID,LocationID,Temperature,Vibration,Pressure,Voltage
SD_0211,2024-04-26,EQT_003,228,SNS_005,LOC_03,70.98012442324365,5.925485433408603,2.289095947527793,216.9533102691038
SD_0212,2024-05-13,EQT_016,350,SNS_005,LOC_05,82.30362190333946,-1.0918576621632239,2.2621001042047344,212.223595190405
SD_0213,2024-02-27,EQT_006,183,SNS_010,LOC_03,79.82694051616154,6.4314526781136205,1.360933429907417,226.60125887346516
SD_0214,2024-02-13,EQT_019,113,SNS_005,LOC_05,65.72487806474595,5.238952681951428,2.1293550667369163,193.97046330093534
SD_0215,2024-06-21,EQT_007,183,SNS_006,LOC_04,76.08521276072356,4.554368600560635,2.5257462481293445,223.70549305335007
SD_0216,2024-06-08,EQT_010,146,SNS_008,LOC_02,70.82161675878646,5.484604549327695,2.2846829592968865,245.97014783643712
SD_0217,2024-06-21,EQT_009,319,SNS_002,LOC_04,65.08339557366334,2.2528872161357425,1.6599152991498871,238.54039163100546
SD_0218,2024-11-12,EQT_002,116,SNS_006,LOC_06,81.89431570515133,0.17401462384823407,2.0066323215419866,210.75020317039792
SD_0219,2024-10-29,EQT_015,113,SNS_001,LOC_01,73.78674720691635,5.937150139907923,2.365178465600599,227.41902664247476
SD_0220,2024-05-28,EQT_005,251,SNS_004,LOC_02,70.92449979829522,7.633092344369379,2.0297260171088247,224.50848209259857
SD_0221,2024-03-20,EQT_004,251,SNS_010,LOC_04,66.44432763576721,1.5211960561265259,2.6271424445534475,242.04088094743207
SD_0222,2024-07-31,EQT_020,303,SNS_003,LOC_06,64.72063238926661,2.8950398460071742,2.1978407784200544,182.3482761651585
SD_0223,2024-07-21,EQT_004,313,SNS_009,LOC_01,94.88768023914545,6.504649786054873,2.3764613326439155,236.69301053402745
SD_0224,2024-09-08,EQT_018,118,SNS_003,LOC_06,78.34118649629997,5.717779519893705,2.41070032349588,215.98723490854192
SD_0225,2024-08-16,EQT_004,301,SNS_006,LOC_03,64.08870962797184,10.926216912613416,1.4666586483470685,208.85156590824374
SD_0226,2024-06-12,EQT_017,161,SNS_001,LOC_03,77.87865898322814,7.151314937651797,2.0249930176783395,208.42296956808062
SD_0227,2024-08-14,EQT_012,198,SNS_006,LOC_05,85.62016176795538,6.670848943786097,1.8338227632405175,200.5014052568308
SD_0228,2024-05-26,EQT_017,260,SNS_004,LOC_02,76.67517612530042,3.472422600010235,2.5219229974035393,210.78822388789095
SD_0229,2024-01-20,EQT_010,148,SNS_008,LOC_03,88.74021342133125,6.049611592781365,2.231616523352012,203.80398919102907
SD_0230,2024-02-16,EQT_001,240,SNS_009,LOC_06,59.57186857930033,7.9908273249507396,1.9058937689472049,222.7032575576098
SD_0231,2024-08-20,EQT_018,47,SNS_004,LOC_02,55.086779526197894,4.671218469854189,1.3590742982786685,228.84906448492572
SD_0232,2024-10-31,EQT_018,198,SNS_010,LOC_03,77.60517421853753,4.765570852525736,1.2015458339397296,216.1513988554246
SD_0233,2024-01-14,EQT_014,47,SNS_010,LOC_05,77.76496143373883,5.282707053213866,2.1551713099724767,242.49584809384248
SD_0234,2024-05-22,EQT_015,78,SNS_006,LOC_04,41.60499821745758,3.67100263705553,1.64139366138327,211.77368071814593
SD_0235,2024-01-01,EQT_012,124,SNS_001,LOC_05,68.76423908797985,5.537927028246628,2.3330632340486166,215.3670636640511
SD_0236,2024-02-23,EQT_004,75,SNS_004,LOC_01,64.91337685616544,5.487944276551363,1.1784298674618867,212.90589035607366
SD_0237,2024-09-15,EQT_003,359,SNS_007,LOC_03,61.08053759296844,7.959972826361313,2.796475599104445,228.97928310871592
SD_0238,2024-05-23,EQT_020,137,SNS_001,LOC_01,64.88958235390189,4.621215114978593,2.3319320449658374,230.49360254277832
SD_0239,2024-01-12,EQT_012,90,SNS_008,LOC_01,80.9578780159936,6.349457092127013,2.049592544988864,227.43050325956645
SD_0240,2024-11-25,EQT_007,325,SNS_010,LOC_06,64.82594978710291,4.6808694360158976,2.841529468201366,218.13837019093796
SD_0241,2024-08-11,EQT_011,61,SNS_006,LOC_02,65.16877865418158,6.279518883564489,2.474208967110568,199.89065711383165
SD_0242,2024-09-28,EQT_001,138,SNS_005,LOC_06,58.811946911423206,4.499883088416205,1.762498380691478,215.2083912878424
SD_0243,2024-12-23,EQT_006,50,SNS_010,LOC_03,87.68909642515825,6.146945973890412,2.0387881548891644,242.17209570850798
SD_0244,2024-06-04,EQT_015,259,SNS_009,LOC_01,79.34632365470634,6.456471658176897,1.0178628500926272,235.1985683115248
SD_0245,2024-01-08,EQT_015,107,SNS_002,LOC_04,50.076437970970986,2.866687733884382,2.5320951552744253,224.4107559503008
SD_0246,2024-05-01,EQT_019,113,SNS_005,LOC_01,65.17759920776814,7.204750841341202,1.852024161004139,214.23321914322335
SD_0247,2024-12-13,EQT_011,350,SNS_006,LOC_04,80.28517884394925,4.667045226103957,1.011387577380509,219.79572283998215
SD_0248,2024-06-12,EQT_002,254,SNS_007,LOC_06,87.81392548982836,4.060406610747702,1.4090807152955043,214.29993641446427
SD_0249,2024-03-30,EQT_014,118,SNS_005,LOC_06,83.40838759366656,3.5799837766599563,2.4354560242247048,237.8957753212532
SD_0250,2024-05-15,EQT_002,198,SNS_009,LOC_02,71.44317089742114,5.596400556196482,2.8069013575180763,207.41549502409876
SD_0251,2024-07-04,EQT_004,337,SNS_001,LOC_01,55.686231392069615,4.990756622192955,2.0102127594590433,233.85503923445467
SD_0252,2024-11-11,EQT_017,365,SNS_007,LOC_05,83.70248993911311,5.741614371083372,1.508974329003553,212.06196142511848
SD_0253,2024-06-26,EQT_003,51,SNS_010,LOC_06,72.03103148679496,5.780441568636959,1.289625155160449,239.81390245542988
SD_0254,2024-01-28,EQT_013,245,SNS_007,LOC_06,75.6886201461507,6.217169290700356,2.707307309070554,226.4016388571201
SD_0255,2024-08-07,EQT_009,35,SNS_004,LOC_02,73.22579561791503,10.552568232306117,2.2247338892236135,208.75918900082698
SD_0256,2024-12-22,EQT_007,302,SNS_009,LOC_04,61.44470500423732,5.079383514663702,1.8349301896776269,215.3603137974699
SD_0257,2024-02-10,EQT_015,69,SNS_005,LOC_02,78.64250212222989,3.5308532268548536,1.7158641069622296,230.6746091008499
SD_0258,2024-08-15,EQT_011,349,SNS_004,LOC_01,77.26459031113447,0.9603733353235322,2.335914818866814,212.5128576463891
SD_0259,2024-07-10,EQT_020,320,SNS_007,LOC_03,70.74211157085202,2.6093664036188273,2.32215924703568,220.3320472807181
SD_0260,2024-05-24,EQT_002,49,SNS_004,LOC_03,79.71105799862487,7.470697301505821,1.5517077932720271,212.30583746276582
SD_0261,2024-07-19,EQT_015,74,SNS_003,LOC_04,61.26000452576694,6.4398490135462145,1.428813754549529,246.38675722372818
SD_0262,2024-07-30,EQT_014,192,SNS_009,LOC_06,72.30997224116891,2.3000279069700125,1.4540486521432527,248.96607839426994
SD_0263,2024-08-07,EQT_020,261,SNS_008,LOC_04,75.2612747293579,9.928424881998442,1.7658877097628216,241.94685930087587
SD_0264,2024-08-27,EQT_011,356,SNS_001,LOC_06,57.65072367864938,5.653528955323017,1.6551072732086218,218.1343905229925
SD_0265,2024-02-15,EQT_003,70,SNS_007,LOC_06,74.42903389163946,5.920633439760678,2.809046009084783,213.95871029939548
SD_0266,2024-02-04,EQT_017,90,SNS_009,LOC_03,82.33645146681296,9.48845035987216,1.7481096888702805,208.31254630728804
SD_0267,2024-09-09,EQT_012,260,SNS_008,LOC_04,71.96769075957133,8.478911441656425,1.375166776025135,243.0358193620466
SD_0268,2024-03-22,EQT_015,126,SNS_008,LOC_02,74.65885097485656,6.562274951664321,1.4032512795502363,233.96085566051752
SD_0269,2024-09-12,EQT_016,231,SNS_006,LOC_06,80.62344039234166,6.658427881652511,1.9080141994792024,234.6814132226101
SD_0270,2024-07-15,EQT_005,295,SNS_004,LOC_05,71.12199891133727,6.845570192341733,1.0889379385105797,216.25108094678663
SD_0271,2024-10-29,EQT_020,129,SNS_008,LOC_05,72.0220260045571,4.518065736575968,1.9699396430688016,193.63153773613138
SD_0272,2024-01-10,EQT_006,280,SNS_003,LOC_02,63.23296485467533,5.573585795088395,1.331895249759218,197.08063585688856
SD_0273,2024-11-07,EQT_019,313,SNS_009,LOC_05,74.85063222679234,6.148640988149426,2.5793051833708507,220.86451094353765
SD_0274,2024-10-12,EQT_005,100,SNS_002,LOC_01,71.6515151639522,4.7464348112431765,2.0582811746209724,212.15988615450496
SD_0275,2024-08-29,EQT_003,326,SNS_002,LOC_06,79.99089795053322,3.0691609805688937,3.0605118007662218,210.43448058411053
SD_0276,2024-09-07,EQT_001,297,SNS_007,LOC_02,80.63459954183239,4.467739197382664,1.8858997102488946,225.17722560592935
SD_0277,2024-12-30,EQT_006,182,SNS_010,LOC_04,82.91209039012881,3.0241347841881585,0.43412808301487305,235.2048974478924
SD_0278,2024-01-05,EQT_015,174,SNS_004,LOC_06,69.91739649104869,5.128745141744461,2.728840600178102,209.48159397104877
SD_0279,2024-04-28,EQT_002,316,SNS_010,LOC_02,53.23418914375884,1.4390856959869738,2.2509615792385342,200.41585471515734
SD_0280,2024-10-15,EQT_003,364,SNS_008,LOC_03,82.41639746464774,5.682077021015095,2.3284539394803367,209.8379323678341
SD_0281,2024-03-05,EQT_017,188,SNS_009,LOC_04,79.31120964097408,1.7374510088636703,1.4987082051279754,204.340540561721
SD_0282,2024-05-25,EQT_012,57,SNS_007,LOC_03,68.6470839531391,4.19305388001399,1.9785759722023055,228.89248923888982
SD_0283,2024-08-11,EQT_018,31,SNS_005,LOC_06,80.54940199567338,6.008202148961692,2.09323043756783,219.93836868685116
SD_0284,2024-08-26,EQT_015,84,SNS_008,LOC_04,60.51410197483759,6.58229342302506,1.8810896911969508,248.2073384235334
SD_0285,2024-06-25,EQT_012,152,SNS_004,LOC_05,85.30240212870275,6.344718417767003,1.132818587373263,231.02027679457393
SD_0286,2024-09-23,EQT_016,36,SNS_002,LOC_02,71.6637544820595,5.639467828947762,3.384346024129527,247.20784205497247
SD_0287,2024-12-06,EQT_008,213,SNS_006,LOC_06,66.71072386995104,2.7614533695050163,2.4179146189141125,198.94186960138578
SD_0288,2024-10-08,EQT_014,364,SNS_009,LOC_01,68.78298443761112,6.961216709733515,2.2102920235101977,171.20711805352576
SD_0289,2024-03-03,EQT_017,106,SNS_001,LOC_04,72.68515013999787,2.8071972709897777,2.6569428105069894,223.64488042653102
SD_0290,2024-08-04,EQT_008,342,SNS_010,LOC_04,74.87987926700536,7.18915164090865,2.3220961055194205,221.84830361488162
SD_0291,2024-12-07,EQT_015,220,SNS_007,LOC_06,75.48280280399406,6.255409514963411,1.6613985599601497,218.15821878178093
SD_0292,2024-11-10,EQT_014,163,SNS_010,LOC_06,70.70392556041875,7.717803029479075,2.624891378908845,221.43695088444468
SD_0293,2024-10-09,EQT_018,220,SNS_009,LOC_03,77.0023957346148,5.049736968032594,2.4261080032890074,203.13960722904088
SD_0294,2024-06-25,EQT_020,270,SNS_010,LOC_05,75.08279274333434,3.3624717855779584,1.6803570913429706,228.44768046826675
SD_0295,2024-04-07,EQT_007,120,SNS_009,LOC_03,68.52427004425601,2.4146949516815,2.395007334142522,231.04289860153506
SD_0296,2024-04-14,EQT_003,336,SNS_010,LOC_03,67.01809375578736,2.6368413308541476,1.8797149839119593,202.0037692449534
SD_0297,2024-04-08,EQT_012,182,SNS_003,LOC_05,81.08365542894838,1.726450502785974,2.1042390998993064,214.69545368726062
SD_0298,2024-11-06,EQT_003,106,SNS_005,LOC_01,80.24326035997905,6.88400583387313,2.299825233456613,215.6220422629036
SD_0299,2024-01-06,EQT_020,217,SNS_008,LOC_03,75.57136355161263,7.134833906064799,2.68424885065248,209.93783646759582
SD_0300,2024-07-15,EQT_014,205,SNS_008,LOC_03,84.241954659902,6.107399850513696,1.6770020074364729,202.58331414800168
SD_0301,2024-12-16,EQT_015,70,SNS_004,LOC_04,55.386723438323656,4.933918175853442,2.1824810903261316,220.18757486538138
SD_0302,2024-05-12,EQT_014,44,SNS_001,LOC_05,69.35605358493297,9.121918872925026,3.0078631131155977,223.9120828099645
SD_0303,2024-12-23,EQT_007,329,SNS_001,LOC_02,63.43682887665356,4.803703034071985,1.9119762519865242,210.84726836853557
SD_0304,2024-09-15,EQT_017,301,SNS_004,LOC_01,97.56272265137851,5.441833616287787,2.098278388849791,203.63817103365312
SD_0305,2024-01-23,EQT_012,228,SNS_006,LOC_01,82.13219820395986,4.904296973341761,3.007115237238994,226.1583586756206
SD_0306,2024-02-22,EQT_020,184,SNS_008,LOC_05,74.20938016341724,4.323383867073105,2.318738735974552,208.49019287146518
SD_0307,2024-06-13,EQT_004,107,SNS_006,LOC_06,82.84990578846157,6.261948979662195,1.2630098604194422,215.3619172960119
SD_0308,2024-07-20,EQT_009,84,SNS_009,LOC_06,86.16275663755115,3.7330066215909543,1.6022611739228176,213.4588505776267
SD_0309,2024-03-23,EQT_006,338,SNS_009,LOC_04,86.05631691524071,3.5988443469707203,2.3447896071827214,238.6856299625449
SD_0310,2024-05-24,EQT_016,250,SNS_002,LOC_04,84.21703485100353,6.362938770818708,2.2115024539452377,209.17854303919572
SD_0311,2024-03-25,EQT_002,363,SNS_010,LOC_05,72.37459676717938,4.004783266875322,2.0812899333694097,245.88289868513476
SD_0312,2024-03-18,EQT_008,21,SNS_001,LOC_04,69.98634580516048,5.266964056150359,3.080612091583232,231.2845290721226
SD_0313,2024-01-01,EQT_011,196,SNS_002,LOC_01,65.37810820019315,4.317343760472946,1.6912564219208026,247.3134801368403
SD_0314,2024-02-20,EQT_013,178,SNS_005,LOC_01,80.02447266729007,4.976897403546704,1.962793088283982,229.96958244369512
SD_0315,2024-06-21,EQT_017,7,SNS_004,LOC_02,73.41064264671219,3.6534217630667523,1.0184448952808822,216.68433328446744
SD_0316,2024-07-23,EQT_008,70,SNS_004,LOC_06,70.81528969482804,3.718822494501813,2.580329944400486,206.2395050627171
SD_0317,2024-09-16,EQT_018,127,SNS_009,LOC_05,70.29338638272198,3.3605357563794307,1.60057384946871,214.6688291383859
SD_0318,2024-10-14,EQT_018,160,SNS_008,LOC_03,89.50192630634689,6.686660219722903,2.5285683844004643,242.3092153783484
SD_0319,2024-02-03,EQT_014,248,SNS_006,LOC_06,84.52680412841671,5.3437696685026586,2.476015065718651,219.28091811482673
SD_0320,2024-12-13,EQT_015,203,SNS_001,LOC_03,93.30393856128165,6.837101647587329,3.1745496293938893,229.91379080732662
SD_0321,2024-04-04,EQT_006,148,SNS_002,LOC_02,80.29016299892109,7.050773129087924,2.3246377882656057,223.1045701759899
SD_0322,2024-03-12,EQT_011,143,SNS_006,LOC_02,75.56954440254898,4.080171345728653,1.8219566878399456,223.74491767763863
SD_0323,2024-02-08,EQT_013,199,SNS_002,LOC_04,74.74597549255076,6.763169968777127,2.226811479998546,224.32239525947372
SD_0324,2024-06-02,EQT_001,154,SNS_010,LOC_02,64.79698452738526,4.9717585561331346,1.620373576085706,227.43012230248678
SD_0325,2024-09-06,EQT_006,142,SNS_005,LOC_02,62.38581008248599,4.682652989041496,2.1595800887544545,207.78838763363785
SD_0326,2024-06-10,EQT_009,313,SNS_005,LOC_03,80.07341021892874,7.504734193321551,1.899548747228814,215.87643593640706
SD_0327,2024-04-27,EQT_008,165,SNS_006,LOC_04,65.65321289516746,6.107536925630864,1.9648307751640643,224.6396999952451
SD_0328,2024-09-15,EQT_011,314,SNS_006,LOC_02,77.11457753867236,4.295151489872545,1.5508167560362183,222.45230833750296
SD_0329,2024-11-01,EQT_019,21,SNS_006,LOC_06,86.15466683095212,5.977586631053296,2.150223029881388,213.08193094581648
SD_0330,2024-09-24,EQT_009,82,SNS_002,LOC_02,68.34546066969104,2.468574695660821,2.412115012843034,226.2490137214166
SD_0331,2024-02-23,EQT_017,69,SNS_010,LOC_04,95.10481634591578,5.494625962279233,1.1739516026641366,208.4328796516417
SD_0332,2024-08-23,EQT_012,131,SNS_003,LOC_05,65.09304879055901,2.0008168982836327,1.6557036733674313,201.65490746595594
SD_0333,2024-08-09,EQT_014,87,SNS_006,LOC_04,84.90194756489846,3.031200748263634,2.084023584590135,224.42478651833716
SD_0334,2024-09-07,EQT_015,218,SNS_008,LOC_03,79.24756181132362,6.169279396538238,0.826341679393293,202.02262393718865
SD_0335,2024-11-08,EQT_016,305,SNS_001,LOC_05,86.94095249946152,-0.34049199485362003,2.8701322168564594,224.20186003629453
SD_0336,2024-04-21,EQT_020,345,SNS_001,LOC_06,63.83802388640311,8.60502371814951,1.6444445927234725,190.6797850660187
SD_0337,2024-09-11,EQT_001,341,SNS_002,LOC_01,98.07020916953611,6.668985441409202,1.530956240620786,209.125182412648
SD_0338,2024-10-29,EQT_010,161,SNS_006,LOC_04,73.21224916217095,1.3229337550205238,1.8963288618716057,215.08634630426326
SD_0339,2024-07-25,EQT_008,178,SNS_009,LOC_03,81.76647939299282,9.79699721338646,2.068686419399112,195.9004723807351
SD_0340,2024-08-16,EQT_018,117,SNS_004,LOC_06,89.44487488946501,10.348207784972036,1.6217635510238313,214.4099159069024
SD_0341,2024-12-06,EQT_001,196,SNS_003,LOC_05,68.95337932504785,4.639016682020523,2.4902068329944633,237.77529456928616
SD_0342,2024-03-06,EQT_002,327,SNS_008,LOC_06,83.2572636294718,3.147021870599513,2.1998532697206117,200.94536909674667
SD_0343,2024-03-15,EQT_001,86,SNS_010,LOC_04,67.28530354778508,8.372607148405727,1.5813790531973222,214.81940131717974
SD_0344,2024-04-12,EQT_001,289,SNS_009,LOC_02,88.9696158045784,4.312419725119481,1.7387974415388143,245.539670040583
SD_0345,2024-07-10,EQT_009,81,SNS_005,LOC_04,67.39819268771267,5.322079015625708,1.2416151518048404,204.07208705483848
SD_0346,2024-09-08,EQT_013,152,SNS_009,LOC_01,75.3850698249576,7.434579467845535,1.373329552232582,240.95835027600808
SD_0347,2024-08-13,EQT_001,61,SNS_002,LOC_04,78.0612070101196,4.692977072413607,2.193799164106181,215.81492079931056
SD_0348,2024-10-20,EQT_013,61,SNS_003,LOC_05,82.84299769722615,4.517891499366663,1.5865677219650858,221.52868128824372
SD_0349,2024-11-01,EQT_020,354,SNS_007,LOC_05,94.68476308426546,2.455210045589563,2.9021422265245462,239.37223347114076
SD_0350,2024-04-07,EQT_007,28,SNS_007,LOC_04,70.4803101038551,3.738913808523969,2.035461600154571,212.7235309104847
SD_0351,2024-12-03,EQT_002,43,SNS_006,LOC_05,86.38734774273607,4.478460307487864,1.3235882874480023,229.46538510105228
SD_0352,2024-10-12,EQT_006,169,SNS_006,LOC_02,94.70258448634137,2.5228736219306658,1.4283263569662186,233.26895660088383
SD_0353,2024-11-30,EQT_007,86,SNS_002,LOC_06,76.65733360864917,2.7041283635812445,2.526484847340714,210.237789891369
SD_0354,2024-12-12,EQT_014,177,SNS_010,LOC_04,69.49867249879709,5.067202633287979,1.9617431986954628,208.57854749351807
SD_0355,2024-11-03,EQT_018,17,SNS_006,LOC_02,57.699662605647084,1.3005917086560794,2.495997413278818,216.5709535652655
SD_0356,2024-09-05,EQT_015,98,SNS_004,LOC_06,93.83275767411062,3.2416739687573366,1.8167560099609672,217.0402698825814
SD_0357,2024-06-14,EQT_002,198,SNS_003,LOC_06,72.55555670075637,8.889187987194045,1.7198839537482449,203.81578031363216
SD_0358,2024-11-30,EQT_010,98,SNS_002,LOC_02,64.98641500769449,4.309062705719855,2.5597236855171923,210.37599251997952
SD_0359,2024-01-30,EQT_012,65,SNS_001,LOC_03,61.41669915790237,4.058553183592298,1.5707113114857036,167.99643764691763
SD_0360,2024-09-03,EQT_017,330,SNS_005,LOC_04,64.96785809609959,4.300108330970319,2.2445270666851806,214.98590975058391
SD_0361,2024-04-15,EQT_008,341,SNS_002,LOC_06,84.19705293227165,4.331695237091335,1.8941081947993161,233.41591270451977
SD_0362,2024-02-20,EQT_011,5,SNS_002,LOC_06,85.57868527674738,6.149737739676768,2.439361706687887,194.99966297838176
SD_0363,2024-03-21,EQT_003,2,SNS_007,LOC_05,81.52121871455536,6.009732306355602,2.9092419937678997,213.052832026847
SD_0364,2024-05-12,EQT_006,22,SNS_008,LOC_06,76.32337827353365,4.218483173870959,1.8039111583994953,256.6349921176483
SD_0365,2024-10-11,EQT_009,112,SNS_010,LOC_02,62.54479410498664,4.572325153724115,1.726428930601772,219.661599379997
SD_0366,2024-05-17,EQT_006,57,SNS_008,LOC_06,67.70059054097952,7.625546235980119,2.3329041945186777,240.35191551711955
SD_0367,2024-07-02,EQT_009,66,SNS_004,LOC_03,63.93380589318724,1.9793904910594997,1.4589982023984658,204.82127017463205
SD_0368,2024-11-25,EQT_007,330,SNS_001,LOC_04,80.72821005526265,4.884835966902558,2.8082327289250175,226.73227608658337
SD_0369,2024-09-29,EQT_009,98,SNS_007,LOC_04,64.36687521138296,5.2704930807024635,2.7230112750282367,202.26672654937468
SD_0370,2024-12-05,EQT_018,144,SNS_001,LOC_06,67.85753888946408,3.4466342798017697,1.5004401804197847,226.01596922416425
SD_0371,2024-03-09,EQT_012,125,SNS_004,LOC_01,73.16512757001493,4.769726793017405,1.2084375902965467,232.63372352139675
SD_0372,2024-02-03,EQT_008,167,SNS_008,LOC_01,58.30199846903653,3.176647078396233,1.419711423571891,229.07463768294514
SD_0373,2024-09-18,EQT_008,86,SNS_002,LOC_02,75.46771430840846,6.274338141403007,1.427315180020441,214.82594011402725
SD_0374,2024-02-22,EQT_018,76,SNS_006,LOC_01,73.92847118964464,2.3235866889912415,2.4008802821774884,224.12400349026836
SD_0375,2024-07-23,EQT_020,344,SNS_006,LOC_02,86.84209145961691,7.124667324840119,2.774585157889702,224.26737903114244
SD_0376,2024-05-05,EQT_015,294,SNS_009,LOC_05,66.80134454966247,4.853389685820885,2.395063106309412,229.9898448318273
SD_0377,2024-08-22,EQT_007,59,SNS_005,LOC_02,62.00804481687665,4.103932281132578,1.8819038916917712,218.1434957769012
SD_0378,2024-02-12,EQT_011,138,SNS_010,LOC_01,71.25940350408715,2.9906058006914527,2.1712492334552067,233.9670820035285
SD_0379,2024-08-27,EQT_020,99,SNS_004,LOC_06,64.01908706563984,7.06131559197493,1.5651109835974824,241.51908098944088
SD_0380,2024-04-20,EQT_016,192,SNS_005,LOC_05,75.39154591813124,3.6962757319320816,2.5486040227821163,215.23198829942498
SD_0381,2024-09-05,EQT_004,243,SNS_010,LOC_01,56.40065138173394,2.665502881011034,2.2160144699912663,220.6965959191294
SD_0382,2024-05-30,EQT_006,319,SNS_005,LOC_02,68.94654596622719,7.102926638016238,2.3865988910082314,206.4277782428243
SD_0383,2024-07-01,EQT_003,49,SNS_008,LOC_03,65.7162833017778,3.1913883730106827,1.6362321490701122,225.10385985736403
SD_0384,2024-12-01,EQT_009,32,SNS_010,LOC_04,80.67757077086068,4.811035371711026,1.9157014065656768,225.19956591671192
SD_0385,2024-04-04,EQT_010,277,SNS_008,LOC_01,66.89435290374635,6.6376075514745265,2.3625365699906014,220.86979577550554
SD_0386,2024-01-08,EQT_014,20,SNS_002,LOC_02,57.63904241401501,5.315915205561907,2.7217564497618074,222.00099481451903
SD_0387,2024-12-25,EQT_011,154,SNS_007,LOC_05,72.98179903065451,8.461703091739947,1.6959501202757075,248.8273958361128
SD_0388,2024-07-02,EQT_018,68,SNS_008,LOC_01,78.1988614027451,3.3300992634246445,2.39022595358541,176.69915793904784
SD_0389,2024-10-07,EQT_012,214,SNS_006,LOC_01,72.28794806739275,4.578977326800518,1.643964101694858,212.55014683060796
SD_0390,2024-07-13,EQT_012,143,SNS_005,LOC_04,68.88677220780892,4.733643719464636,3.058596886413304,214.8441448286188
SD_0391,2024-12-17,EQT_013,232,SNS_009,LOC_02,68.28437899415738,6.24246990514799,1.7925876458637353,241.8536891943145
SD_0392,2024-07-13,EQT_013,213,SNS_003,LOC_03,76.12948032442034,7.577246255676187,2.321752587026056,227.1293321397787
SD_0393,2024-06-03,EQT_019,79,SNS_010,LOC_05,66.10551250760452,5.147233019257395,2.0828048076168164,227.49528754207233
SD_0394,2024-04-02,EQT_019,214,SNS_004,LOC_02,71.71517028589466,4.724672339279431,3.3026515606802467,238.89784286354688
SD_0395,2024-06-08,EQT_014,116,SNS_009,LOC_05,82.50446570887374,2.0340162643402695,2.114950804012282,217.3006494729508
SD_0396,2024-03-01,EQT_004,92,SNS_006,LOC_01,61.98676921094355,5.22476237959339,1.742471988504936,229.7848980374235
SD_0397,2024-05-01,EQT_013,270,SNS_008,LOC_04,74.56332980259728,3.699399980007093,2.3197532563065315,212.03851167769966
SD_0398,2024-02-20,EQT_008,168,SNS_007,LOC_04,57.11010587202995,6.23687262119754,2.3086204333876865,204.20040511231807
SD_0399,2024-10-03,EQT_019,58,SNS_002,LOC_06,77.27929670009954,4.180631621563943,1.921265068120529,246.91250480954483
SD_0400,2024-01-05,EQT_012,284,SNS_003,LOC_03,65.21190789200939,4.5187238912598575,1.4526170678859458,225.53547594646196
SD_0401,2024-04-01,EQT_018,26,SNS_001,LOC_04,85.19591813030794,2.079463970832861,1.7360005693048217,229.66993892311902
SD_0402,2024-06-18,EQT_006,66,SNS_009,LOC_01,60.23052690354651,1.3770958324749225,2.44074947407246,203.79737972851999
SD_0403,2024-11-12,EQT_018,248,SNS_007,LOC_03,79.42079036801007,8.721974080367222,1.1262755268830187,227.65528968792833
SD_0404,2024-01-22,EQT_019,254,SNS_001,LOC_02,87.21131078526493,5.259367819130552,1.8759770503071436,246.6734912030776
SD_0405,2024-11-21,EQT_005,44,SNS_003,LOC_04,64.69310598579531,5.808670955261217,2.4974319609083917,215.83824897423406
SD_0406,2024-01-01,EQT_009,97,SNS_004,LOC_03,66.3811507100506,3.1754100736344935,1.953251890499976,201.16300838232092
SD_0407,2024-05-12,EQT_003,42,SNS_004,LOC_01,65.55804355623403,6.751047214357225,3.0868550697763713,222.75964290481167
SD_0408,2024-08-20,EQT_010,227,SNS_005,LOC_06,70.14137311595695,6.390279791808721,1.127674879850674,204.46154642184558
SD_0409,2024-01-12,EQT_019,262,SNS_003,LOC_05,80.17421799189465,3.3951456111543807,1.519316065540283,196.63301955293466
SD_0410,2024-12-11,EQT_003,167,SNS_003,LOC_05,69.32495066112877,2.8809891283092264,0.842683098873606,208.97851457888822
SD_0411,2024-02-15,EQT_015,279,SNS_001,LOC_01,63.79041774793643,3.5349446323454545,2.9968452833726498,212.61103307835995
SD_0412,2024-02-03,EQT_001,89,SNS_007,LOC_01,54.8124629341671,4.943434702585776,1.5275064246241847,205.19125308173562
SD_0413,2024-03-18,EQT_007,178,SNS_010,LOC_05,91.01947506512397,5.334214006280451,1.0065393441358337,239.89700173207842
SD_0414,2024-08-05,EQT_012,197,SNS_001,LOC_06,91.80495630414647,5.076788016477302,1.6940403427872828,248.3441500695921
SD_0415,2024-10-27,EQT_017,307,SNS_002,LOC_03,80.60237039488457,7.597460217280408,1.303595445905765,229.2713202431115
SD_0416,2024-03-13,EQT_020,267,SNS_004,LOC_05,66.89616305575015,3.5700862998078833,1.6976075548472986,225.7629323815459
SD_0417,2024-10-08,EQT_005,268,SNS_004,LOC_01,82.47702115131646,2.8266760179421606,2.0206146254724517,217.86927830933334
SD_0418,2024-09-05,EQT_004,74,SNS_005,LOC_04,84.48706917493067,5.000198043703641,2.4024605520235505,206.55500778830404
SD_0419,2024-02-16,EQT_012,8,SNS_002,LOC_02,72.45751868587266,1.6138303683381077,1.912665529944531,244.04365346610453
SD_0420,2024-04-30,EQT_020,297,SNS_004,LOC_06,75.41368543998891,6.391474997021236,2.012645349667338,219.05719754364483
SD_0421,2024-08-01,EQT_018,164,SNS_001,LOC_06,87.31768229489492,5.195926528952254,1.7092023884649348,213.0612179190025
